student_id,student_name,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
323,Abdul Bashir,Mathematics,Calculus,51.76,35.71,3,Medium,78.89,60.04
324,Emeka Ibrahim,Chemistry,Physical,64.93,80.58,4,Low,75.82,60.53
325,Ibrahim Abdullahi,Biology,Genetics,76.03,63.65,4,High,77.67,69.16
326,Chiamaka Sule,Chemistry,Physical,56.98,82.88,3,Medium,73.25,58.67
327,Maryam Bashir,Chemistry,Inorganic,71.44,54.52,2,Medium,75.28,57.03
328,Ifeanyi Musa,Physics,Optics,78.03,75.12,2,Low,74.75,64.25
329,Emeka Mohammed,Physics,Optics,81.68,76.37,1,Medium,75.1,58.62
330,Daniel Danladi,Biology,Anatomy,52.22,63.42,2,Medium,68.9,52.09
331,Tunde Abdullahi,Chemistry,Inorganic,65.68,75.95,4,Medium,74.3,67.07
332,Emeka Adesina,English,Grammar,65.77,38.37,2,High,65.61,51.36
333,Joseph Abdullahi,Biology,Ecology,50.48,77.0,3,Low,90.31,62.38
334,Chibuzo Bashir,English,Grammar,62.44,90.36,2,Medium,76.49,63.63
335,Ifeanyi Balogun,Mathematics,Geometry,57.64,63.46,3,Low,71.12,52.35
336,Samuel Lawal,Chemistry,Physical,66.93,68.05,3,High,79.37,70.85
337,Yusuf Sule,English,Comprehension,76.39,45.73,2,Medium,49.46,56.73
338,Peace Bashir,Mathematics,Geometry,48.6,64.63,2,Low,63.3,37.45
339,Peace Ibrahim,Chemistry,Physical,71.5,79.39,1,High,69.23,52.2
340,Chinedu Abdullahi,Mathematics,Calculus,58.45,73.88,2,Medium,60.21,57.65
341,Halima Ibrahim,Mathematics,Probability,64.82,76.69,3,Medium,76.2,58.52
342,Ngozi Sadiq,Physics,Thermodynamics,79.36,65.62,4,Low,74.73,56.04
343,Tunde Balogun,Physics,Optics,59.68,54.73,4,Medium,73.27,64.87
344,Emeka Olatunji,English,Grammar,48.54,43.8,3,High,89.71,52.61
345,Samuel Danladi,Biology,Genetics,56.97,83.6,3,Medium,68.94,71.14
346,Sola Olatunji,Physics,Optics,73.14,60.68,1,Low,96.57,53.1
347,Zainab Mohammed,Mathematics,Algebra,73.91,72.49,3,High,88.02,77.43
348,Nkiru Ibrahim,Biology,Genetics,65.38,56.7,2,High,79.6,56.18
349,Ifeanyi Abdul,Chemistry,Organic,89.16,70.05,2,Medium,71.35,67.39
350,Musa Yakubu,Biology,Ecology,48.83,53.43,4,Low,87.0,46.44
351,Amarachi Ibrahim,English,Comprehension,52.44,76.05,2,Low,86.86,58.17
352,Funke Balogun,Mathematics,Calculus,76.95,56.65,4,Medium,60.78,67.7
353,Chibuzo Musa,Biology,Ecology,61.13,64.24,1,High,88.28,63.13
354,Halima Mohammed,Chemistry,Physical,70.47,100.0,3,Medium,68.56,75.56
355,Funke Balogun,Biology,Genetics,65.68,72.03,2,Medium,90.28,65.39
356,Ngozi Abdullahi,Biology,Anatomy,71.46,84.09,4,Medium,71.35,64.17
357,Yusuf Ibrahim,English,Grammar,52.46,38.5,2,High,95.56,47.11
358,Abdul Danladi,Chemistry,Physical,62.34,63.85,3,Medium,78.07,63.15
359,Emeka Ibrahim,English,Comprehension,75.33,59.25,1,Low,73.33,54.29
360,Ibrahim Olatunji,Biology,Anatomy,62.02,92.11,4,Low,79.91,67.9
361,Chukwuka Kabiru,Physics,Optics,72.95,85.6,3,Low,76.81,57.1
362,Peace Onyekachi,English,Comprehension,69.8,58.23,4,Medium,69.71,62.8
363,Ngozi Sadiq,Mathematics,Calculus,79.86,68.32,3,Medium,78.09,74.18
364,Halima Abdul,Chemistry,Physical,67.89,100.0,1,Medium,80.66,60.16
365,Yusuf Musa,English,Vocabulary,74.04,73.72,2,Medium,87.9,68.88
366,Daniel Sadiq,Physics,Thermodynamics,63.34,49.64,4,Low,72.91,46.58
367,Ngozi Lawal,Mathematics,Algebra,58.03,76.83,2,Low,91.7,59.19
368,Samuel Adesina,Physics,Optics,50.65,74.67,2,Medium,86.97,55.59
369,Emeka Ibrahim,Biology,Anatomy,63.39,68.22,1,Medium,67.15,59.3
370,Musa Sule,English,Comprehension,63.55,74.29,4,Medium,66.13,60.08
371,Samuel Okoye,Biology,Anatomy,73.67,62.41,3,Medium,92.27,62.17
372,Ngozi Sule,Chemistry,Physical,67.7,81.99,4,Low,60.82,51.23
373,Zainab Ahmed,English,Comprehension,46.69,86.94,2,High,69.48,74.3
374,Ngozi Onyekachi,Physics,Thermodynamics,58.23,70.77,4,Medium,90.42,73.29
375,Funke Bashir,Chemistry,Inorganic,89.74,86.13,1,Medium,85.24,75.01
376,Maryam Ibrahim,Biology,Ecology,74.34,59.73,2,Low,66.82,53.23
377,Ngozi Abdullahi,Chemistry,Inorganic,62.96,61.2,3,Medium,81.96,63.82
378,Emeka Sule,English,Comprehension,66.06,90.16,3,Low,63.58,59.93
379,Peace Abdul,Physics,Mechanics,56.4,40.0,1,Medium,74.17,45.94
380,Musa Lawal,Physics,Mechanics,83.16,77.46,1,Medium,64.76,73.67
381,Ifeoma Sadiq,Mathematics,Geometry,79.65,76.73,1,High,72.74,62.53
382,Ifeanyi Okoye,Biology,Anatomy,60.53,84.33,4,Medium,93.85,76.25
383,Emeka Onyekachi,Chemistry,Inorganic,59.13,51.21,1,High,76.41,45.22
384,Tunde Musa,English,Grammar,68.88,65.79,1,High,70.34,52.48
385,Blessing Adesina,Physics,Mechanics,71.16,60.01,4,Medium,63.3,45.48
386,Blessing Onyekachi,Mathematics,Algebra,64.67,94.58,3,Medium,91.61,68.73
387,Sola Olatunji,Chemistry,Inorganic,57.77,75.03,4,High,65.02,65.1
388,Ibrahim Kabiru,Biology,Ecology,74.19,86.4,2,High,74.0,69.26
389,Samuel Okoye,Biology,Anatomy,54.46,55.6,3,Medium,72.74,55.27
390,Chinedu Olatunji,Chemistry,Physical,75.96,55.95,2,Low,89.93,54.71
391,Nkiru Musa,Biology,Ecology,64.74,56.79,3,Low,50.76,52.99
392,Ngozi Adebayo,Physics,Mechanics,73.84,63.78,4,Medium,75.67,66.22
393,Zainab Okafor,Chemistry,Inorganic,46.25,60.06,2,Medium,82.94,46.06
394,Yusuf Olatunji,Chemistry,Physical,68.52,47.65,1,Low,79.66,48.12
395,Funke Lawal,Mathematics,Algebra,45.62,85.47,4,Medium,67.65,56.42
396,Abdul Sule,English,Vocabulary,67.41,85.23,3,Medium,64.84,65.33
397,Joseph Onyekachi,Chemistry,Physical,70.15,78.4,2,Low,76.76,57.24
398,Ibrahim Sadiq,Physics,Optics,55.07,69.29,3,Medium,64.28,41.84
399,Maryam Sadiq,English,Vocabulary,70.24,81.56,2,Medium,51.37,56.2
400,Ngozi Ibrahim,Mathematics,Probability,72.43,98.86,3,Low,75.21,63.53
401,Daniel Adebayo,Mathematics,Geometry,62.81,88.62,2,Low,68.54,54.71
402,Nkiru Kabiru,Biology,Genetics,59.21,53.7,2,Medium,76.23,61.43
403,Esther Abdullahi,English,Comprehension,68.88,64.21,1,Medium,72.08,49.42
404,Musa Adesina,Biology,Anatomy,75.6,66.83,1,Medium,73.2,76.17
405,Ngozi Onyekachi,Mathematics,Probability,68.59,56.72,3,High,70.74,66.45
406,Nnamdi Sule,English,Grammar,66.36,46.43,1,Medium,84.19,49.62
407,Ifeoma Abdullahi,English,Grammar,87.48,84.2,1,High,70.53,77.99
408,Esther Balogun,Chemistry,Inorganic,65.81,80.79,2,Medium,79.85,59.73
409,Emeka Musa,Biology,Ecology,57.28,83.45,4,Medium,71.65,61.95
410,Ifeanyi Ibrahim,Biology,Genetics,53.54,74.35,2,Medium,95.63,55.37
411,Funke Adebayo,Physics,Thermodynamics,65.29,89.18,4,Medium,74.2,70.73
412,Nnamdi Lawal,Mathematics,Algebra,52.25,74.42,3,Medium,73.13,63.4
413,Nnamdi Bashir,Biology,Anatomy,79.25,100.0,4,High,80.8,81.52
414,Zainab Yakubu,Chemistry,Organic,67.33,62.7,3,Low,78.38,53.79
415,Chukwuka Adebayo,Mathematics,Probability,67.02,87.76,1,Low,64.93,63.37
416,Tunde Adebayo,English,Grammar,80.81,66.23,4,Medium,53.78,60.14
417,Ifeoma Balogun,Physics,Thermodynamics,80.56,67.66,1,Medium,65.01,58.19
418,Zainab Bashir,Physics,Mechanics,75.09,76.2,2,Medium,72.61,62.44
419,Ngozi Lawal,English,Comprehension,60.3,54.16,3,Low,91.15,50.9
420,Chukwuka Mohammed,English,Grammar,79.61,90.82,4,Medium,84.98,72.72
421,Amina Bashir,English,Vocabulary,69.84,67.64,2,Medium,65.96,60.76
422,Halima Bashir,Biology,Genetics,50.85,85.82,3,High,70.35,65.06
423,Ngozi Ibrahim,English,Comprehension,68.4,64.12,4,Medium,80.87,60.51
424,Ngozi Ibrahim,Physics,Thermodynamics,75.46,47.81,4,Low,76.26,64.11
425,Zainab Onyekachi,Physics,Optics,53.0,57.83,1,Medium,80.14,52.67
426,Amarachi Adesina,English,Vocabulary,69.21,75.34,2,Medium,81.35,69.12
427,Yusuf Sule,Chemistry,Physical,69.92,64.38,1,High,81.73,71.55
428,Nkiru Danladi,Mathematics,Geometry,63.41,53.38,1,Low,86.07,48.85
429,Ngozi Ibrahim,English,Grammar,38.93,80.71,1,Low,69.65,47.39
430,Emeka Abdul,English,Grammar,68.98,70.86,4,Low,82.09,58.09
431,Ifeanyi Olatunji,Chemistry,Organic,71.16,64.11,2,High,82.39,67.02
432,Amarachi Adebayo,Biology,Genetics,53.77,84.29,2,Medium,69.64,63.9
433,Zainab Bashir,Chemistry,Inorganic,69.41,95.57,4,Medium,72.77,69.66
434,Joseph Danladi,Chemistry,Inorganic,64.77,63.45,3,Medium,83.0,52.33
435,Esther Yakubu,Mathematics,Probability,52.36,51.98,3,High,84.5,65.03
436,Funke Olatunji,Biology,Genetics,63.75,65.47,2,Medium,75.7,63.93
437,Chinedu Ahmed,English,Vocabulary,53.87,71.58,4,Low,84.75,58.85
438,Emeka Olatunji,Physics,Optics,67.27,83.02,2,Medium,47.97,63.67
439,Joseph Sule,Chemistry,Inorganic,57.15,40.54,4,High,80.11,62.19
440,Joseph Sadiq,Biology,Genetics,63.35,82.29,3,Low,91.12,68.43
441,Nnamdi Bashir,Biology,Genetics,84.68,79.13,1,Medium,75.75,59.0
442,Chibuzo Abdullahi,Mathematics,Algebra,62.05,55.35,4,Low,96.71,54.85
443,Joseph Lawal,Mathematics,Geometry,66.48,76.27,1,Low,75.44,64.12
444,David Danladi,Mathematics,Probability,57.53,70.92,4,Low,67.58,48.07
445,Maryam Bashir,Biology,Genetics,57.66,67.44,1,Medium,70.71,51.17
446,Yusuf Bashir,Chemistry,Organic,48.12,66.75,4,High,59.95,61.25
447,Ifeanyi Okoye,Mathematics,Algebra,65.99,46.14,2,Low,71.91,43.66
448,Peace Kabiru,Chemistry,Inorganic,68.83,88.11,3,Medium,56.25,65.59
449,Tunde Danladi,Biology,Ecology,63.08,78.07,2,High,77.13,61.15
450,Zainab Onyekachi,Mathematics,Algebra,61.17,56.06,1,Medium,85.76,54.64
451,Abdul Bashir,Biology,Genetics,87.81,67.09,1,Medium,67.92,55.59
452,Tunde Sadiq,Biology,Anatomy,43.36,44.24,3,Medium,77.67,49.97
453,Nkiru Adebayo,English,Grammar,46.03,81.43,2,Low,70.17,52.5
454,Nkiru Abdul,Biology,Ecology,84.35,81.45,1,High,72.31,65.63
455,Ngozi Ahmed,English,Vocabulary,39.18,57.21,1,Low,72.89,36.41
456,Nkiru Olatunji,Mathematics,Geometry,63.42,69.15,2,Medium,72.75,55.43
457,Ifeoma Ibrahim,Mathematics,Calculus,67.02,74.63,2,Medium,64.1,67.16
458,Daniel Ibrahim,English,Comprehension,63.82,68.28,4,Medium,82.08,64.11
459,Ibrahim Abdullahi,English,Vocabulary,76.44,72.31,3,Low,68.88,61.26
460,Halima Lawal,Mathematics,Calculus,51.28,69.63,4,High,74.67,60.43
461,Samuel Okafor,Chemistry,Inorganic,63.46,39.77,4,Low,69.51,47.86
462,Maryam Ibrahim,Biology,Genetics,66.92,52.58,4,Low,87.66,50.67
463,Peace Onyekachi,Physics,Thermodynamics,76.63,74.41,1,Low,68.54,65.97
464,Ibrahim Ibrahim,Physics,Thermodynamics,50.68,81.79,4,Medium,85.01,60.14
465,Sola Abdullahi,Mathematics,Calculus,81.71,64.25,4,Medium,77.89,67.77
466,Yusuf Adebayo,Physics,Mechanics,63.39,80.16,2,Medium,82.93,54.76
467,Maryam Bashir,English,Comprehension,80.65,43.06,1,Low,85.33,57.05
468,Funke Bashir,Mathematics,Calculus,51.91,61.84,4,Low,63.94,48.64
469,Halima Ibrahim,Mathematics,Geometry,61.3,79.69,2,Medium,88.1,70.49
470,Blessing Mohammed,Chemistry,Inorganic,58.25,64.86,3,Medium,58.17,51.13
471,Tunde Okoye,Biology,Ecology,76.58,92.23,4,Low,62.66,63.08
472,Chiamaka Abdullahi,Chemistry,Inorganic,64.68,72.2,2,Medium,66.9,61.22
473,Esther Ibrahim,English,Grammar,59.31,67.78,4,Low,80.46,56.23
474,Ngozi Okafor,Biology,Ecology,59.76,66.36,4,High,74.12,61.1
475,Samuel Yakubu,Chemistry,Inorganic,61.89,91.98,2,Medium,80.61,64.78
476,Peace Sule,Biology,Ecology,73.36,62.99,2,High,86.73,66.76
477,Amarachi Olatunji,Chemistry,Physical,63.71,74.72,4,High,59.29,58.79
478,Chiamaka Lawal,Chemistry,Inorganic,50.67,70.14,3,High,92.33,73.75
479,Abdul Danladi,Mathematics,Geometry,72.66,75.51,2,Medium,56.99,58.29
480,Maryam Okafor,Biology,Anatomy,55.55,58.69,2,Medium,73.32,50.91
481,Ngozi Abdullahi,Biology,Anatomy,41.25,79.22,4,Low,64.27,52.98
482,Ngozi Lawal,Chemistry,Physical,89.89,54.21,2,Medium,49.7,57.25
483,Chiamaka Ibrahim,Mathematics,Probability,78.21,97.38,4,Medium,62.7,75.57
484,Maryam Kabiru,Biology,Anatomy,59.42,66.41,1,Medium,100.0,51.73
485,Funke Bashir,English,Vocabulary,68.04,75.02,1,Low,85.86,57.79
486,Zainab Sule,Chemistry,Organic,68.7,62.13,1,Medium,77.69,55.69
487,Joseph Sule,Biology,Ecology,72.46,62.46,4,Low,78.77,58.15
488,Sola Ahmed,Physics,Thermodynamics,78.51,67.23,2,Medium,57.27,66.62
489,Abdul Yakubu,English,Vocabulary,54.13,58.19,2,Medium,69.04,58.92
490,Chinedu Sadiq,Mathematics,Calculus,39.37,100.0,4,High,85.56,69.76
491,Tunde Adebayo,Physics,Optics,64.34,72.28,3,Medium,80.21,65.74
492,Chiamaka Sule,English,Comprehension,71.67,69.34,3,Medium,73.03,62.0
493,David Yakubu,Chemistry,Organic,62.66,85.01,3,Low,80.94,46.24
494,Ifeoma Adebayo,Mathematics,Calculus,72.87,70.92,1,Medium,74.81,58.92
495,Blessing Lawal,English,Grammar,78.49,82.21,2,Medium,67.27,68.34
496,Halima Yakubu,Physics,Optics,53.34,47.31,2,Low,68.73,47.82
497,Ngozi Adesina,Biology,Genetics,76.44,75.7,2,Medium,82.25,68.56
498,Halima Ibrahim,Mathematics,Geometry,57.3,74.48,2,Low,83.0,58.76
499,Ifeoma Abdullahi,English,Grammar,79.27,78.62,2,Medium,78.51,72.49
500,Emeka Yakubu,Mathematics,Calculus,64.68,54.77,4,Medium,73.37,54.12
501,Joseph Olatunji,English,Comprehension,56.9,65.83,4,Medium,67.08,56.34
502,Funke Danladi,Biology,Anatomy,42.28,71.2,2,High,75.01,52.21
503,Ifeoma Onyekachi,English,Vocabulary,72.91,82.06,1,Medium,58.92,58.02
504,Samuel Adebayo,Physics,Optics,55.77,53.9,1,Low,83.29,45.93
505,Ifeoma Mohammed,English,Comprehension,61.83,37.94,4,Medium,81.35,46.94
506,Daniel Ibrahim,Biology,Genetics,65.72,72.16,4,Medium,88.61,59.11
507,Ifeoma Musa,Physics,Thermodynamics,28.77,70.76,2,Medium,93.01,58.01
508,Ibrahim Okoye,Chemistry,Inorganic,67.52,60.63,1,High,83.07,55.54
509,Amarachi Okafor,Biology,Genetics,70.72,75.58,2,High,85.6,81.53
510,Amarachi Bashir,English,Vocabulary,69.71,60.37,4,Medium,74.74,52.39
511,Esther Adesina,Biology,Ecology,56.66,61.86,2,Low,69.76,49.78
512,Chinedu Lawal,Chemistry,Organic,55.13,84.82,3,Low,75.0,57.69
513,Ngozi Okoye,Biology,Anatomy,61.07,70.33,4,Medium,83.25,58.57
514,Sola Abdul,Mathematics,Calculus,57.1,63.44,3,Medium,61.54,50.8
515,Emeka Balogun,Biology,Anatomy,59.29,81.12,2,High,77.63,65.74
516,Sola Musa,Physics,Optics,75.21,65.94,1,Medium,78.9,60.16
517,Funke Abdullahi,Biology,Genetics,68.18,59.26,2,Low,50.61,48.15
518,Nnamdi Abdul,Chemistry,Physical,82.07,81.89,4,Low,84.65,74.07
519,Ibrahim Sule,Physics,Mechanics,66.06,70.96,3,Medium,68.82,59.35
520,Peace Bashir,Physics,Optics,72.39,86.06,3,Low,73.61,60.83
521,Yusuf Kabiru,Mathematics,Geometry,65.01,77.02,4,High,60.56,54.21
522,Yusuf Musa,Physics,Thermodynamics,58.39,49.69,2,Low,69.92,45.17
523,Ifeoma Olatunji,Physics,Thermodynamics,59.56,89.79,4,Medium,78.27,69.05
524,Daniel Musa,Chemistry,Physical,72.47,50.92,4,Medium,85.39,60.45
525,Tunde Musa,Mathematics,Probability,73.05,51.92,3,Medium,59.46,60.0
526,Chukwuka Danladi,Biology,Ecology,69.52,54.47,3,Medium,66.3,62.27
527,Nkiru Abdullahi,Biology,Anatomy,50.73,92.64,3,High,65.99,68.6
528,Chiamaka Bashir,Biology,Genetics,61.06,77.05,4,High,69.56,65.05
529,Esther Ahmed,Chemistry,Inorganic,65.49,52.97,3,Medium,82.41,54.83
530,Ibrahim Abdul,Biology,Ecology,62.26,53.08,1,Low,49.38,42.55
531,Joseph Yakubu,Mathematics,Algebra,93.95,79.77,2,Medium,74.81,70.02
532,Chinedu Adesina,Physics,Thermodynamics,65.27,76.21,2,High,63.19,68.49
533,Ngozi Okoye,Chemistry,Organic,73.58,78.77,3,Low,79.38,62.21
534,Funke Sule,Physics,Mechanics,73.07,76.88,4,Medium,71.46,63.84
535,Nnamdi Lawal,Biology,Anatomy,66.22,91.24,1,Medium,62.61,55.79
536,Chinedu Sule,Biology,Genetics,66.98,68.76,2,Medium,76.73,61.45
537,Musa Sule,Biology,Genetics,62.32,90.35,1,Medium,58.99,57.01
538,Chibuzo Adebayo,Biology,Anatomy,63.76,43.35,2,Medium,73.24,59.43
539,Zainab Ibrahim,Mathematics,Algebra,65.25,71.46,1,Medium,62.4,53.79
540,Chukwuka Onyekachi,Physics,Optics,60.5,63.23,2,Medium,87.82,61.08
541,Ngozi Mohammed,Mathematics,Algebra,51.66,71.7,2,Medium,79.98,62.71
542,Nnamdi Sule,Physics,Optics,83.97,52.77,4,High,66.89,58.77
543,Tunde Adebayo,Physics,Mechanics,62.19,75.0,4,Medium,84.87,64.51
544,Halima Olatunji,Physics,Mechanics,61.16,70.28,3,Medium,66.65,69.38
545,Zainab Bashir,English,Vocabulary,45.71,70.77,3,Medium,95.24,58.76
546,Ifeoma Okafor,Chemistry,Organic,62.72,62.64,2,Medium,73.2,63.45
547,Ngozi Musa,Mathematics,Geometry,38.46,91.0,4,Medium,60.76,57.62
548,Zainab Sadiq,English,Grammar,59.85,76.83,1,High,59.02,61.67
549,Ifeanyi Olatunji,Physics,Optics,89.29,47.55,4,Medium,76.9,60.28
550,Ngozi Okoye,Biology,Genetics,70.11,68.29,1,Medium,68.59,60.75
551,Chinedu Ahmed,Physics,Mechanics,86.65,65.14,1,High,82.2,60.9
552,Abdul Kabiru,Chemistry,Physical,53.52,75.09,4,Medium,89.84,64.84
553,Abdul Abdullahi,English,Vocabulary,61.24,67.99,2,Low,62.5,54.17
554,Ngozi Abdullahi,English,Grammar,75.59,61.22,2,Medium,70.3,60.92
555,Abdul Abdul,Mathematics,Calculus,59.76,67.01,4,Medium,96.0,62.2
556,Nkiru Lawal,Mathematics,Geometry,60.7,58.29,1,High,82.44,56.66
557,Sola Yakubu,English,Vocabulary,57.21,87.82,1,Medium,89.2,60.39
558,Nnamdi Sule,Physics,Mechanics,42.6,83.11,1,Medium,68.15,58.39
559,Ifeoma Okafor,Physics,Optics,41.36,81.39,3,Medium,62.89,59.41
560,Chiamaka Ahmed,Physics,Optics,65.17,53.69,2,Medium,70.93,57.73
561,Nkiru Ahmed,Mathematics,Algebra,66.27,76.77,3,High,94.76,61.8
562,Yusuf Kabiru,Mathematics,Calculus,84.41,69.57,1,Medium,66.01,55.94
563,Musa Danladi,Mathematics,Probability,62.73,81.82,2,Medium,73.72,69.98
564,Yusuf Adebayo,English,Vocabulary,47.59,67.82,1,Low,62.48,47.31
565,Musa Okafor,Mathematics,Algebra,75.64,61.69,2,Low,48.96,52.54
566,Funke Ibrahim,Physics,Mechanics,70.24,74.06,1,Medium,87.36,57.54
567,Ifeanyi Musa,Biology,Genetics,73.16,85.89,3,Low,57.21,62.39
568,Ifeanyi Olatunji,Chemistry,Organic,58.95,66.78,3,Low,78.48,51.55
569,Ngozi Balogun,Physics,Mechanics,56.89,68.51,1,High,64.13,51.31
570,Tunde Yakubu,Chemistry,Inorganic,73.15,50.77,3,Low,81.66,56.24
571,David Okafor,Chemistry,Organic,44.29,57.84,3,Medium,86.94,48.27
572,Ngozi Ibrahim,Physics,Optics,59.43,74.93,3,Medium,82.83,60.97
573,Esther Sule,English,Grammar,57.83,89.34,2,Low,92.39,65.9
574,Halima Okafor,Physics,Thermodynamics,66.02,55.88,3,Medium,66.7,58.69
575,Ifeoma Okafor,Chemistry,Organic,70.02,89.02,4,High,81.5,66.42
576,Nnamdi Onyekachi,Mathematics,Geometry,77.62,53.03,2,Medium,71.16,59.12
577,Amarachi Balogun,Physics,Thermodynamics,88.95,100.0,3,Low,81.07,72.43
578,Ifeanyi Lawal,English,Comprehension,71.41,81.31,3,Medium,71.79,75.06
579,Nnamdi Abdullahi,English,Grammar,67.76,75.47,2,Medium,81.66,65.33
580,Abdul Abdullahi,English,Vocabulary,75.07,58.74,1,Medium,69.42,51.56
581,Amarachi Mohammed,Physics,Optics,70.27,79.68,3,High,79.58,77.79
582,Ifeanyi Ibrahim,Chemistry,Inorganic,64.93,78.03,4,Low,64.08,56.56
583,Tunde Sule,Physics,Thermodynamics,73.35,80.74,1,Low,72.06,58.18
584,Blessing Yakubu,Biology,Ecology,46.79,62.64,4,Low,83.9,54.29
585,Funke Sule,Biology,Ecology,71.01,68.75,4,Low,75.07,55.89
586,Sola Abdullahi,Physics,Thermodynamics,73.39,74.31,3,High,79.92,66.17
587,Ifeoma Ibrahim,Mathematics,Geometry,39.16,84.46,3,Low,70.21,47.8
588,Ifeoma Lawal,Chemistry,Inorganic,73.32,62.12,1,Medium,85.6,63.06
589,Yusuf Okoye,Mathematics,Probability,73.2,47.51,4,Medium,87.12,61.59
590,Maryam Lawal,Mathematics,Probability,60.57,70.15,1,High,57.24,59.35
591,Ibrahim Adebayo,Mathematics,Algebra,52.65,47.71,2,Low,59.78,47.64
592,Chibuzo Ibrahim,Chemistry,Physical,57.45,91.01,1,Medium,69.64,52.95
593,Yusuf Abdullahi,Mathematics,Algebra,51.6,86.54,2,High,73.44,60.72
594,David Mohammed,Mathematics,Calculus,66.92,75.53,1,Low,86.17,64.4
595,David Balogun,Physics,Thermodynamics,60.68,48.11,4,High,70.87,58.57
596,Abdul Sadiq,Mathematics,Probability,53.43,53.64,4,Low,78.44,49.64
597,Emeka Okoye,Chemistry,Inorganic,65.39,56.62,4,High,72.7,56.89
598,Amina Ibrahim,English,Vocabulary,75.68,83.53,2,Medium,56.54,59.6
599,Esther Adesina,English,Comprehension,47.04,58.25,1,Low,74.17,36.96
600,Abdul Mohammed,Biology,Genetics,53.94,52.94,2,Medium,77.07,51.97
601,Chiamaka Bashir,Mathematics,Probability,56.34,70.65,3,Medium,69.53,56.67
602,Chiamaka Sadiq,Chemistry,Physical,85.08,88.11,3,Medium,62.0,74.91
603,Blessing Okafor,Chemistry,Physical,74.74,50.78,2,Low,83.19,60.82
604,Chiamaka Ahmed,Mathematics,Probability,51.53,54.24,3,Medium,85.18,55.37
605,Zainab Okoye,Mathematics,Geometry,71.62,73.11,2,Low,78.91,51.62
606,Chibuzo Balogun,Physics,Thermodynamics,77.57,85.54,4,Medium,72.71,70.62
607,Chibuzo Okoye,Physics,Mechanics,46.63,75.71,3,High,80.72,61.0
608,Ifeoma Danladi,English,Grammar,78.49,62.99,3,High,80.65,61.94
609,Daniel Mohammed,English,Grammar,64.72,65.38,4,Medium,77.25,59.77
610,Blessing Sadiq,Mathematics,Algebra,63.42,80.39,1,Low,70.63,47.2
611,Zainab Okafor,English,Comprehension,86.0,88.72,1,Medium,62.08,71.68
612,Peace Sule,Physics,Optics,58.96,71.95,2,High,77.94,60.79
613,Nkiru Olatunji,Mathematics,Algebra,55.59,57.64,2,Medium,65.84,47.69
614,Ifeanyi Mohammed,Mathematics,Calculus,64.19,57.26,1,Medium,81.82,62.64
615,Amarachi Sule,Biology,Anatomy,58.04,71.59,1,Medium,80.0,59.75
616,Samuel Mohammed,Physics,Thermodynamics,65.91,79.14,4,Medium,79.82,60.3
617,Amarachi Sadiq,Chemistry,Organic,75.43,81.31,3,Low,67.37,61.82
618,Daniel Okoye,Biology,Ecology,73.2,64.86,3,Low,85.73,70.6
619,Nnamdi Okafor,English,Comprehension,55.57,47.28,1,Low,78.04,47.67
620,Samuel Ibrahim,Physics,Thermodynamics,62.23,89.8,1,High,61.61,67.82
621,Ibrahim Olatunji,Mathematics,Geometry,57.73,93.79,3,High,94.93,68.36
622,Blessing Musa,Mathematics,Calculus,58.41,80.89,4,Low,71.13,58.23
623,Emeka Lawal,Mathematics,Calculus,65.3,39.2,3,Medium,74.86,48.63
624,Nnamdi Okafor,Mathematics,Probability,59.08,89.65,4,Medium,62.43,69.05
625,Blessing Adesina,Biology,Ecology,61.65,63.8,3,Medium,82.9,61.27
626,Sola Sadiq,English,Vocabulary,71.85,82.52,2,Low,71.69,57.0
627,Tunde Balogun,Chemistry,Organic,51.98,55.62,3,Low,100.0,58.0
628,Sola Abdullahi,Chemistry,Organic,48.79,48.16,4,Low,79.82,49.79
629,Tunde Bashir,Mathematics,Calculus,71.59,64.18,4,Medium,73.75,64.43
630,Halima Musa,Physics,Thermodynamics,66.03,34.71,4,Low,72.7,42.87
631,Sola Olatunji,Physics,Mechanics,67.1,100.0,4,Medium,78.67,71.36
632,Nnamdi Bashir,Chemistry,Physical,76.06,75.24,3,Low,79.2,64.8
633,Sola Balogun,Biology,Anatomy,89.68,51.04,4,Low,79.74,55.55
634,Funke Okafor,Biology,Genetics,71.67,54.22,3,High,70.83,59.42
635,Joseph Ibrahim,Biology,Genetics,76.71,81.78,1,Low,62.54,58.7
636,Blessing Musa,Chemistry,Organic,56.49,49.12,4,High,72.83,55.07
637,Ngozi Ibrahim,Biology,Ecology,94.12,74.49,3,Low,61.22,61.44
638,Maryam Ibrahim,Physics,Optics,77.26,99.33,4,Medium,59.14,63.45
639,David Balogun,Chemistry,Inorganic,87.45,73.84,4,Low,66.32,67.01
640,Chibuzo Ahmed,English,Grammar,33.37,68.05,2,Medium,78.28,54.79
641,Ngozi Adebayo,Mathematics,Calculus,52.83,69.29,4,High,65.75,61.78
642,Daniel Lawal,English,Grammar,54.26,61.88,4,High,65.04,61.85
643,Halima Bashir,Biology,Anatomy,75.3,64.48,2,Medium,75.38,54.0
644,Tunde Ibrahim,Mathematics,Geometry,61.4,67.25,1,High,100.0,57.54
645,David Okoye,Physics,Mechanics,82.57,82.95,2,Low,77.81,73.12
